id_developer,developer
8987,Atomic Elbow
8988,Sleepy Siren Studios Llc
8989,Smartplaygames
8990,Space Fractal
8991,Buff Studio
8992,Reddeer.Games
8993,Jon Sudbury Games
8994,Oscar Celestini
8995,Sunjoy Game
8996,3Dduo
8997,Wild Wits
8998,"Monkey Barrel Games, Inc"
8999,Twilight
9000,"Venineth Team, Mort-Art"
9001,"John Szymanski, Evan Szymanski"
9002,Sarajs
9003,Alice Langley
9004,Denzone Games
9005,Cast N Play
9006,Ares Inc.
9007,Ufo Cat Games
9008,Webble Games
9009,Dynamight Studios
9010,Huracan Studio
9011,Lunardream Games
9012,Goldmakesgames
9013,Ifcats
9014,Shellsnore Games
9015,Whale Rock Games
9016,Ikea Communications Ab
9017,Battenberg Software
9018,The Young Socratics
9019,Rondomedia Gmbh
9020,"Norain Games., Jandusoft"
9021,Strike Games
9022,Chlsea
9023,The Fully Arcade
9024,Goonswarm
9025,Nedostudio
9026,Brendon Pywell
9027,"Emerson Design, Inc."
9028,"Paragon Software, Microplay"
9029,Aggrobirdgk
9030,"Acuze Interactives, Winterbyte"
9031,Terngame
9032,Nupuryu No Sato
9033,Appyart Games
9034,Enokippu
9035,Garmory
9036,Caffeineboostergames
9037,Braian Strak
9038,Argus Games
9039,"Bit Planet Games, Llc"
9040,Teatime Research Ltd.
9041,"Moonbite Games, Padaone Games"
9042,Sonoshee
9043,Crocodile Entertainment
9044,Sinn Studio Inc.
9045,Slothladdev
9046,漫森游戏工作室
9047,Jamgames
9048,"Games By Robert, Llc"
9049,"Ageofgames, Untold Games"
9050,Stirfire Studios
9051,Mydearest Inc.
9052,Knowwonder
9053,Greg Wildasin
9054,Ideas Pad
9055,Crayz
9056,Darker Gaming
9057,Blazing Stick
9058,Goex Games
9059,Mario Scarfone
9060,Alblune
9061,Lemix Game
9062,Simofun
9063,Urihimura
9064,Snikkabo As
9065,Hekate
9066,Stikcy Games
9067,Lost Toys Ltd
9068,Permafrost Studio
9069,Red Katana
9070,Dave Gumble
9071,"Innoglow, Stormregion, Thq Nordic"
9072,"Aaron Wise, Vidas Salavejus, Lachlan Shelton, Tobiasm, Voltzgamez, Luke Van Zandt, Elegant Crow, Sulfer, D. Zenith"
9073,Pixel Lion Studios
9074,Skyriver Studios
9075,Shiny Entertainment
9076,Frontier
9077,Windyverse
9078,Michael Flynn
9079,Mikael Bihl
9080,Ddemon Llc
9081,Burst
9082,Andrei Zanoaga
9083,Cubecube Sports Ltd.
9084,Connor Gresko
9085,"Brainstorming Team, Кико"
9086,Indie Wizards
9087,Party For Introverts
9088,Normal Wholesome Games
9089,Nurgo Software
9090,Sleepy Mill Studio
9091,Malumgames
9092,5K Studios
9093,Alon Cohen
9094,Stratera Games
9095,Evagames
9096,Vis - Visual Imagination Software
9097,Crankage Games
9098,Blackartstudios
9099,Diax Arts
9100,Hunny Bunny Studio
9101,Skunkape Interactive
9102,Leaves
9103,Kamina Dimension
9104,"Anchor Inc., Fuzz, Inc."
9105,Soaring Pixels Games
9106,"Sandbox Network, Inc."
9107,Wingware
9108,Junkie
9109,Consala Games
9110,Keenan Kessler
9111,Peartree Games
9112,"Fastgame, Victoria Games"
9113,"Accolade, Inc."
9114,"Ex Nihilo, Arte France"
9115,Andreas Otten
9116,Vexan Studio
9117,Rising Moon Games
9118,Abyssal Studios
9119,Caleb Dunahee
9120,Roko0 (Roman Konyukhov)
9121,Siege And Summons
9122,Ulfsire
9123,Deadlycrow Games
9124,Mapledorm Games
9125,Medicalholodeck.Com
9126,Inception Soft
9127,Rb Wolf Design
9128,Dgma
9129,Skandivania Games
9130,Elvio Luján
9131,Leedonglee
9132,Utw Team
9133,Pihoentertainment
9134,梗植工作室
9135,Goodcrafter
9136,Orzpinez
9137,Whackakey Games
9138,Redzyrro
9139,Northend Games
9140,Xurzerth
9141,Cleardot Games
9142,"Reflexive Entertainment, Black Isle Studios"
9143,Midnight Games Eirl
9144,Jincycle
9145,"Jckslap, Sherlerk, 我師父的徒兒, Eazie"
9146,"Tozai Games, Inc., O-Two Inc., Esquadra,Inc."
9147,Martin Nayeri
9148,9527 Studio
9149,Alexander Goodwin
9150,Siczech Arts
9151,Oryzhon Studios
9152,Encrypt Games
9153,Super Suite Studios
9154,Mango Protocol
9155,Serkan Bakar
9156,Moonlight Productions
9157,Dudindie
9158,Succubus Diary
9159,Sapir Alon
9160,Molegato
9161,Tinymindz
9162,"Angry Games, Total"
9163,Danial Rashidi
9164,Alfagame
9165,Half Moon Game Development
9166,Zach Holbrook
9167,"Nippon Ichi Software, Inc., Engine Software Bv"
9168,Skullcrusher
9169,Death On Sausage
9170,Sleeper Games
9171,Hothouse Creations Ltd
9172,Kujirabo。
9173,Lightning Mark
9174,Tort
9175,Moonseer Vr
9176,Naraven Games
9177,Air Balloon
9178,Goadstool
9179,Flat Software
9180,Outsiderkids
9181,Daydream Software
9182,Screambox Studio
9183,Electrokaplosion Llc
9184,Peltast Software
9185,Samet Mumcu
9186,Winteryear Studios Los Angeles
9187,Dialogue Design
9188,Matt Eshleman
9189,"Capcom, Digital Eclipse"
9190,Joazco
9191,Dreamory
9192,Censored
9193,Louie Inc
9194,Ohsat Games
9195,Vitaminsizdev
9196,Entergram
9197,"Dogan Oral, Dodigamestudios"
9198,Damnskulls
9199,Self Made Miracle
9200,"Sujin Ri, Marcos Arroyo, Seona Lee, Somi Lee, Sohyeon Jeon"
9201,"Alawar Stargaze, Alawar Entertainment"
9202,Costa Blanca Studios
9203,Virzoom
9204,Ambitious Games
9205,Point Bleep Studios
9206,Vulkano Forge
9207,"Antaria, Llc"
9208,Command Development Team
9209,Palmsoft
9210,"木枯組, 木枯リオ"
9211,Webcess
9212,Alex Blintsov
9213,Pomeshkin Valentin Igorevich
9214,5Pm Studio
9215,Flatline
9216,Mardonpol Inc.
9217,Studio 8
9218,Cristian Gonzalez
9219,Kirley Games
9220,Itdl Games
9221,Good Measure Games
9222,Oblivionburn Productions
9223,Francis Coulombe
9224,Uglycoal
9225,Cairn4
9226,Friendmaster2000
9227,Brokkli Labs Llc
9228,Lejunesart
9229,Rift Haven
9230,Fire Biscuit Games
9231,Verterial Flur
9232,Idev Games
9233,Starni Games
9234,Kairoscope
9235,Shaman Games Studio
9236,Spookyfish Games
9237,Hega Studio
9238,Nuko Majin
9239,Esteban Jauregui
9240,Yakov Kotov
9241,Julian Laufer
9242,Master Entertainment
9243,Braingoodgames
9244,Copychaser Games
9245,Aurora Way Studios
9246,Nikita Nefedov
9247,Diamondhenge Entertainment
9248,Cosmo'S Tuxedo
9249,Tasty Stewdios Llc
9250,Pixel Forge Games
9251,Vigilant Addiction Studios
9252,Suqing
9253,Strollart
9254,Evilwind Studio
9255,Madcat Games
9256,Dumaru Inc.
9257,Grabba Guild Games Llc
9258,Stoneworks Games
9259,Neverworks Games
9260,Flazm
9261,Microwave Games
9262,Taylor Marsh
9263,Adventurer'S Tavern
9264,Ledan'S Gift
9265,Barnstorm Games
9266,Find The Lamp Games
9267,Secret Society Games
9268,"Edwin Montgomery, Myshkin Entertainment"
9269,Andrettin
9270,"Shenzhen Simeng Technology Co., Ltd."
9271,Zelart
9272,Sakuraraka
9273,Astral Clocktower Studios
9274,Adam Spragg
9275,Dart Sherman
9276,Liquid Pug
9277,Four Pixels Games
9278,Oxeye Game Studio
9279,Devaddict'S Chat
9280,Black Beach Studio
9281,Burnt Fuse
9282,Faxlab3D
9283,上海闪速软件发展有限公司
9284,Puzzle Box Games
9285,Ayrtech
9286,竹林晚风
9287,Ephiam
9288,Immersive Vr Education Plc
9289,T.F.A.N.C.S.
9290,Dipsi
9291,G-Type
9292,Never Don'T Play
9293,Verlumino Studios Llc
9294,Ehnenu
9295,"Minechan, Neko Machine"
9296,Binary Jellyfish
9297,Ape Marina
9298,Dazzling Divine
9299,Darkphobia Games
9300,2Drp
9301,Districtware Inc.
9302,Gamedevlab
9303,Cyanide
9304,U0U Games
9305,Super Punk Games
9306,Morenori Soft
9307,Not So Boring Games
9308,Irondoor Games
9309,Asylum Entertainment Inc.
9310,Zenz Vr
9311,"Figurehead Studios, Crass Studios"
9312,"Woziwodsky Tomas, Bachraty Marian"
9313,"Andreev Worlds, Gamesforgames"
9314,Fireplay Studio
9315,Picsonix.Studios
9316,Ionut Lucian Achiricioaei
9317,Blindflug Studios Ag
9318,Elektri Inc.
9319,Andrei Fomin
9320,Teawork Dev
9321,Virtexuniverse
9322,"Alasdair Beckett-King, Application Systems Heidelberg"
9323,Setonika Games
9324,Runaroundgames
9325,Berzah Games
9326,Freegamer
9327,Rocwise Entertainment
9328,Arcade Theory
9329,Circle Poison
9330,Nicholas Lives
9331,Trevaz
9332,Karl Wenzel
9333,Igloosoft
9334,"Michael Todd Games, Yazar Media Group Llc"
9335,Great Cogs
9336,Akent
9337,Merlin Beer
9338,Rapscallion
9339,Pribuni
9340,Wonderstruck
9341,Edisonlee55
9342,Dragonflare Studios
9343,Artvostok
9344,Dynken
9345,"C.U.M原创游戏, 幽兰工房"
9346,"Assemble Entertainment, Sierra Entertainment, N-Fusion Interactive"
9347,Brhp
9348,Sean Arnold
9349,3Dpet
9350,Watermelon
9351,Kalla Gameworks
9352,Decent Software Llc
9353,Never Bored
9354,"Sinkhole Studio, Moonlab Studio"
9355,"Chengdu Touch Times Technology Co., Ltd"
9356,Realm Of Alters Limited
9357,"3Dar, Atlas V"
9358,Nihilistic Software
9359,一起来修仙工作室
9360,Caustic Reality
9361,Linked Bits
9362,"Q Switched Productions, Llc"
9363,Secret Plan
9364,The Epiclore
9365,Dmitri Lowell
9366,Rising Sun Interactive
9367,Ibright Games
9368,Antti Juotasniemi
9369,Applique
9370,Cordelia Games
9371,Hof Studios
9372,Online Ocigrup Sl
9373,Tigerqiuqiu
9374,Hapgames
9375,Varlamov5264
9376,"Skinny Jean Death Studios, Porcelain Labs"
9377,Spike Chunsoft Co. Ltd.
9378,Cover Corp.
9379,Bobo The Hobo
9380,Bryce Densmore
9381,Daveyyy
9382,Ctrl Alt Ninja Ltd.
9383,Mad Goblin Games
9384,Dunderware
9385,Bright Developers
9386,Maratus
9387,Brewsterland Studios
9388,Gagonfe
9389,Potatobrain Games
9390,"N4Ba, Notex, A1Esska"
9391,Supermedium
9392,"Vd Games, Propilgames"
9393,不秋草游戏工作室(Bamboo Games)
9394,Impulse Control
9395,"Google Arts And Culture, Makemepulse"
9396,Leisure Police
9397,Jeminie Interactive
9398,"Atlas, Daz"
9399,The Cyber Prophet
9400,Dnzy Games
9401,"Ste Curran, Twistplay"
9402,Southedge Studios
9403,Desert Beagle Studios
9404,Oryon Entertainment
9405,2Ndboss
9406,The Paper Robot
9407,Socko! Entertainment
9408,Playsoft
9409,Daid Games
9410,Not Awful Studio
9411,Session Seven Team
9412,Wegenbartho Games
9413,Hazy Mist Studio
9414,Penpen
9415,Altereyes
9416,"Apocoplay Llc, Ludeme Games, Coreedge Inc"
9417,Blametech
9418,Pineapple Software Management
9419,Centi Games
9420,Visumeca Games
9421,Bn Games
9422,"Short Sleeve Studio, Llc"
9423,Tfgame
9424,Giant Margarita
9425,Lillywelland Inc.
9426,Jkfy
9427,"Enthrean Guardian, Eggion, Stellarnull"
9428,Qunee
9429,Petraguardsoftware.Com
9430,Unhinged Llc
9431,Sigtrap
9432,Mad Sprouts
9433,Lucas Lopes Baroni
9434,Magic Lantern
9435,"Schell Games, Innersloth"
9436,Yanohi Studio
9437,"Syrin Studios, Small Impact Games"
9438,Kyle Obranovic
9439,"Alkaitagi, Perfecthumaninterface"
9440,Mithronix Games
9441,"Frizuo, Starpixel Studios"
9442,Pgames
9443,Ev
9444,Moddedmarionette
9445,Novaq Games
9446,Onemac
9447,Tornagames
9448,Gürkan Gür
9449,Gamerzdan
9450,Chun Y.
9451,Hyperbook Studio
9452,Terrestrial Games Llc
9453,Black Train
9454,Fantasia Studio
9455,Ebb &Amp; Flow Games
9456,Gl33K
9457,"Beep Games, Inc."
9458,Darksciencelab
9459,"Cm, Vinicius"
9460,Goldknights
9461,Magnumizer Game Studio
9462,Fiction Factory Games
9463,Lockedon
9464,Doragon Entertainment
9465,Deimos Games
9466,The Revills Games
9467,Dynamic Dungeons
9468,Codebrew Games Inc.
9469,Shotgun Surgeons
9470,Seenchan Game
9471,Shiboo!
9472,"Bookmark Games, Hexwar Games"
9473,Thunderful Development
9474,Digidiced
9475,Garoa Studios
9476,Mercimek Games
9477,Ripknot Systems
9478,Bandit-1
9479,Gamehouse
9480,Queen Bee Games
9481,"Vaka Game Magazine, Imcyan"
9482,"Virtua Worlds, Llc"
9483,Starfish-Sd Inc
9484,Keron Veal
9485,Xform
9486,Dischan Media
9487,Citizen Of Life Games
9488,"こおりみず, からふるぱーてぃ"
9489,Studio Kit
9490,White Cat
9491,Studio Centurion
9492,Impromptu Games
9493,Lightimpact
9494,"Ludopium, Arte France"
9495,Tomary
9496,Skies Technologies
9497,La Moutarde
9498,It'S Anecdotal
9499,"Emir Suleiman, Tayfun Tuna"
9500,Klp Company
9501,Tri.G
9502,Allocate
9503,Secret Cow Level
9504,"Enlight Software Limited, Perspectx"
9505,Zanrai Interactive
9506,Madeofdinosaurs
9507,Thomas Meduri
9508,Mystive Studios
9509,Sodec Games
9510,"Mercury Stone, Angels Blue Digital Entertainment, Digitalez"
9511,Balloon Studios
9512,Nysko Games Ltd.
9513,Komodobit Games
9514,Legacy Games
9515,Asmodev
9516,Patrice Meneguzzi
9517,"Danbo, Woof"
9518,Hugecalf Studios
9519,Agate
9520,Jiangli
9521,2020 Venture
9522,Gus Jewell
9523,Divine Vision Llc
9524,"妖妖灵制作组, 燃心游戏工作室"
9525,Cygnus Studios
9526,System Prisma
9527,Web Technology Corp.
9528,Chaosoft Games
9529,Protection Games
9530,G5 Software
9531,"Mps Labs, Microprose"
9532,Super Mega Games
9533,Current Games
9534,Lepioid Llc
9535,Fighty Boys Games
9536,Renka
9537,Breaking Fourth
9538,Masterbrain Bytes
9539,Mega Dwarf
9540,两把刷子工作室
9541,Meanastronauts
9542,Reptoid Games
9543,Digital Entertainment
9544,Zarfhome Software
9545,Nolan Games
9546,Simon Eftestol
9547,No Goblin
9548,Signature
9549,Snail-Ninja Studio
9550,迷糊的安安
9551,Soco Games
9552,"Data East, 612 Games"
9553,Sg Data
9554,Ryan Jensen
9555,Hen Wen Studio
9556,Brandon Js Lea
9557,Evlanic Entertainment
9558,Promvi Games
9559,小狗肠
9560,Pizzaquirk
9561,Vs Resolution
9562,Liquid Donkey Games
9563,Lara The Pitbull
9564,Solar Sail Games Ltd
9565,Leap Game Studios
9566,Magic Shot Games
9567,Mert Demir
9568,Ascendancy Games
9569,Vorh Games
9570,Squishy Games
9571,Darklight Studio
9572,Pestoforce
9573,"Helder Pinto, Chozabu (Alex Pb), Novadust Entertainment"
9574,Rosstin Murphy
9575,Sudt Games
9576,Pablo Perez
9577,Elliott Strait
9578,"Rare Reversee, Beaztek"
9579,Blue Ink Games
9580,Pixelante Game Studios
9581,Deranged Octopus Athletics
9582,Zwetan Letschew
9583,Gremlin Interactive Ltd.
9584,Gametomo Team
9585,Sphere Studios
9586,Rock Wale
9587,Armnomads Llc
9588,Stas Shostak
9589,Themastergames
9590,The Moonwalls
9591,Stereo Games S.A.
9592,Brightside Games
9593,Solitaire Forever
9594,Yutaro Tsuyuki
9595,Devil'S Cider Games
9596,Born Lucky Games
9597,Stardust Collective
9598,Crackin Inc.
9599,Istom Games Kft.
9600,Brass Token
9601,Digital Kingdom
9602,Robo Cat
9603,Deerfarm
9604,Btncafe
9605,Quite Ok Games
9606,Lamo Llc
9607,Enjoy Studio S.A.
9608,Isvr北京互联星梦科技有限公司
9609,"John Caruso, Diante Clark"
9610,Eugor Evol
9611,Jimbob Games
9612,Creaty
9613,Ud
9614,Gritstone Games
9615,萌约游戏制作组
9616,Elden Pixels
9617,Mahn-In Studios
9618,Ds-Sans
9619,Otherside Bay Studio
9620,Fround Interactive
9621,Calypsomini
9622,Havishamone Games
9623,Shenaniganz Studio
9624,Procedural Level
9625,Aburasobabiyori
9626,Dark Duo Games
9627,Byyoni Entertainment
9628,Sscteam
9629,Taosx
9630,"Florian Himsl, Rhys510"
9631,Engage Xr Ltd.
9632,Firewalk Studios
9633,Postmod Softworks
9634,Business Tycoon
9635,Orfeas Game Studio
9636,Transient Games
9637,Tallroad Studio
9638,Frogames
9639,Andrew Ayala
9640,Hello Penguin Team Llc
9641,Somnium Games D.O.O.
9642,"Behemutt, Kishimoto Studios"
9643,Big Fat Simulations Inc.
9644,Gfi Russia
9645,Jacob Irwin
9646,Clara Lehenaff
9647,"Madminute Games, Norb Software Development Llc"
9648,Magicpro
9649,Midnight Hub
9650,D.C.S
9651,Spooclemacboogle
9652,Jordan Allen
9653,"Liens, Power Up To Maximum"
9654,Bacon Wrapped Games
9655,Gametrail Studio
9656,Dgtl Dojo
9657,Ahui.Game
9658,Innominate Games
9659,Etirue
9660,Joycrafter
9661,Dali Games
9662,Pippin Games
9663,Epixx.Org
9664,Kuno Hoshiko
9665,Gas Lantern Games
9666,Kingdom Games
9667,玄镜工作室
9668,"Polarityflow, Adrian Zingg"
9669,Biscuitplay
9670,Lal
9671,Cykodd Production
9672,Orangutanlemonk
9673,Weird Bunny
9674,Game Delivery
9675,Skyz Studio
9676,Sandbox Games
9677,Cubeinsquare
9678,Darkstar Games
9679,Sakana Studios
9680,"Charlie Behan, Ciaran Mooney"
9681,David Amado Fernández
9682,Kumakumamanga
9683,O L Y M P U S
9684,Corner Office Games
9685,Hede
9686,"Morningstar Game Studio, Dr. Shameless Cat Games"
9687,Thomas Mackinnon
9688,Retro Craftz Studio
9689,Xeobytegames
9690,R C Knight
9691,Graphium Studio
9692,Grape Pickers
9693,Paulo Vinicius
9694,Unique Development Studios Ab
9695,Cardboard Utopia
9696,Adrian Domagalski
9697,Visualtech48
9698,Dead Shark Triplepunch
9699,Sharkfishfish
9700,Ritual Games
9701,Freezycat
9702,Reavergames
9703,Octavia Blue
9704,Pulse Entertainment
9705,Rexcellent Games
9706,Deimos Interactive
9707,Flatbox Studios
9708,"Startale Games, Petersen Games"
9709,"Maltakreuz, Goodsir"
9710,"月刊湿地帯, Studio Dragonet"
9711,"Maxwolf, Fox"
9712,One Gruel Studio
9713,Shindenken
9714,Digimight
9715,Oudidon
9716,Traxmaster Productions
9717,Underbite Games
9718,Ksym
9719,"Sarah Russell, Jonathan Dana"
9720,Pastel Magic
9721,Stepan Tsokur
9722,Montraluz
9723,Orbital Contingent
9724,Bexide Inc.
9725,Eyemobi Ltd.
9726,Mateusz Skutnik
9727,Deadgrass Games
9728,Tim Kashani
9729,Demon Max
9730,Aitchgames
9731,Aegon Games
9732,Nofio
9733,Revampedpro
9734,Nova-Box
9735,Cyber Rhino Studios
9736,Nemoto Keisuke
9737,Lizsoft
9738,Afil Games
9739,Unhexigon
9740,Glass Knuckle Games
9741,"Right Nice Games, Grip Digital"
9742,Honglizi
9743,Schmidtgames
9744,Xyn Games
9745,Mollyavast
9746,Team2Bit
9747,うんこモリモリ丸
9748,Daniel Heilmeier
9749,Wooden Alien
9750,Team Tyrant
9751,Game Cooks
9752,Se Development
9753,Adam Earlston
9754,Sodaraptor
9755,Nero
9756,"Iggymob Co.,Ltd"
9757,Binary Impact
9758,Mps Labs
9759,Notagamestudio
9760,Zheroisland
9761,Wacha
9762,"Stefan Bauwens, Cindy Ho"
9763,Victor Sette Games
9764,"Srcs, Edge-Games"
9765,Wavr
9766,Tatertlk
9767,Neuralsoft
9768,青竹工作室
9769,Habupain
9770,泽渔制作组
9771,Motijan
9772,"Strawberry Game Studios, Llc"
9773,Wizards Of The Infinite Realms
9774,Qd
9775,B&W
9776,Edandan Studio
9777,Infogrames Multimedia Sa
9778,Kaneva Llc
9779,Double Robot
9780,Stanton Dj
9781,Lazy Bum Games
9782,Hyperbitgore
9783,Peter Lee
9784,Tower Five
9785,Kleitos
9786,Bonereaders
9787,Paper Promises Programming
9788,Electrolyte
9789,Neon Deity Games
9790,Doodlegames
9791,Quanty Bandit
9792,Murilobast
9793,Deepred
9794,Double Zero One Zero
9795,Roelosaurus
9796,"Cuberz, Charileh"
9797,Piko Interactive Llc
9798,Linclo Games
9799,"Genunie Studio, 傅真"
9800,Illusive Reflection
9801,N7T-Games
9802,Polyknight Games
9803,Cleyton Jonnas Da Silva
9804,3Ddd Games
9805,Rosa Special Studio
9806,Skelebun Studios
9807,Coty Getzelman
9808,Never Say Never
9809,Luuuluuul
9810,Youren
9811,Easy Co
9812,Thomas Murphy
9813,Gaming Cats Studio
9814,Early Melon
9815,Cartboard Games
9816,Dreamstorm Studios
9817,Dead Crow
9818,Hq Games
9819,Kiberkreker
9820,Team Ninja Thumbs
9821,Munchkin'S Lair
9822,Salamandra88
9823,"Kaiko, Neon Studios"
9824,Nimbus Games
9825,Anton Pauli
9826,Game Source Studio
9827,Silk Games
9828,Dream Compass
9829,][ Games Inc
9830,Vector Interactive
9831,Monte Cristo
9832,Tymedust Games
9833,Nathan Swedlund
9834,Lateral Games
9835,Sproing
9836,Seec Inc.
9837,Storybird Games
9838,Mzone
9839,Vifth Floor
9840,Graybeard Games
9841,Techcast
9842,Gattai Games
9843,Guinxu
9844,Cat &Amp; Fiddle Games Team
9845,Erik Fast
9846,Packdev
9847,Bitheiro
9848,Heart Art Games
9849,Spinoff Games
9850,Atomic Sun Games
9851,Ivan Pichugin
9852,3Mind Games
9853,Ringlab
9854,Jrc
9855,Sure Why Not?
9856,Gwyn Games Llc
9857,"Gamecrafterteam, Gametomo Co., Ltd."
9858,"Concave Studio, Colorful Media, Emagica"
9859,Arclight Creations
9860,Vm World Studio
9861,"Funny Games Group, Catstudio"
9862,Tissue Inu
9863,Blue Fang
9864,Thiago Fernandes
9865,Cole And Jordan Studios
9866,Awaceb
9867,Youth Game
9868,Brazen Legions
9869,Falling Star Studio
9870,Huochairen Interactive Entertainment
9871,Daniil Tarasau
9872,Nickana Studio
9873,Themisian
9874,Suxamethonium
9875,Good Free Games To Play
9876,Wristwork
9877,"Why485, Microprose Software"
9878,Games By Stitch
9879,Kumkuat Games
9880,Kyle Rodgers
9881,Jonne Ojennus
9882,Omc Games
9883,"Infogrames, Spiral House, Thq Nordic"
9884,Tbjbu2 Originals
9885,Kingchimp
9886,Texelworks
9887,"Bianca Mello, Luciano Mello"
9888,Michael Maresch
9889,Fallenmaster
9890,Coreplay
9891,Supersonic Software
9892,Meta Form
9893,Gravelroad
9894,Black Cactus
9895,Emergence Studio
9896,Timberline Studio
9897,Team Crucible
9898,Pigeondev
9899,Artyom Gudkov
9900,"Schoolfield Games, Llc"
9901,"Archetype Interactive, Andrew And Christopher Kirmse"
9902,From Scratch Studios
9903,Highcastle Studios
9904,Jmg
9905,Covenant.Dev
9906,Dreamsail Games
9907,Jordan
9908,Brutal Muse
9909,Razorworks
9910,Super Hyper Mega
9911,Alpherior
9912,Rc Knight
9913,Jordan Magnuson
9914,Xingxian Net
9915,Bit Loom Games
9916,"Autumn Moon Entertainment, Jordan Freeman Group"
9917,Tonguç Bodur
9918,Hernan Caro Vilaburges
9919,Salangan Games
9920,"David Schmidthoffer, Mae Livingston"
9921,"Castle Pixel, Llc."
9922,Noname Studios
9923,4H Studiolab
9924,Targon Studios
9925,Rainbirth Sl
9926,Madgeargames
9927,Cosdots
9928,Madi Abdykarimov
9929,Yakicl
9930,Rzgames
9931,Studio Clangore
9932,Nfusion Interactive
9933,Justblack
9934,Kebabos
9935,Laserboys3000
9936,Icarus Games
9937,Three Rings Inc.
9938,Eyaura
9939,Runeheads
9940,Zeritum
9941,Shiv
9942,Kc6067
9943,Singingiant
9944,Chc
9945,Tianyu Cao
9946,Liz-Arts
9947,Caps Collective
9948,"Saber Interactive, Redemption Ark"
9949,Bigboot Studios
9950,Celeritas Games
9951,Atapki
9952,Karmagame Hk Limited
9953,Crownbird
9954,"Nalothchris, Swanee734"
9955,Jurax Games
9956,Oleg Sereda
9957,Karosu-Maker
9958,Rival Games
9959,"Beam Software, Melbourne House"
9960,陈世杰
9961,Mountain 81
9962,Imv Studio
9963,Marcial Gutierrez
9964,"Blackthorn Media, Inc."
9965,Dog Vr Game
9966,Bubblebird Studio
9967,Mensa World
9968,Lyrical Games Llc
9969,"温小雨, 畅玩网络"
9970,Catgirllydia
9971,Pixelssoftworks
9972,"Jolly Crouton Media Ltd., Tiny Warrior Games"
9973,Studio Casserole
9974,W2Dk
9975,Ifun4All S.A.
